quarter,gdp,gdp_deflator,tbill_3m,investment,sp500,spread_baa_fedfunds,spread_baa_10y,credit_real_estate_ratio,mortgage_rate,cpi,pce,employment,industrial_production,treasury_1y,djia
1996:Q3,9.314430080500564,4.295269770747599,5.09,7.448630846495857,1.5043036626724342,3.05,1.63,0.010843682813293627,8.16,5.060694493968993,4.299459911016919,11.756153956667704,4.3637761022550405,5.71,2.0107315573445486
1996:Q4,9.324757750156264,4.299487062426758,4.91,7.447311206539787,1.5254332930859393,2.5999999999999996,1.46,0.0072682897415114614,7.64,5.069532935343741,4.3054155323020415,11.758691194320718,4.378448992537451,5.51,2.029537862385156
1997:Q1,9.33119424334209,4.303956979251959,5.14,7.4673019216699394,1.549076899744696,2.79,1.2599999999999998,0.01113340604401916,7.97,5.073923033332174,4.309859086371819,11.766722364922533,4.398564133312811,6.02,2.049906959709856
1997:Q2,9.34767327967728,4.30893161085319,4.93,7.526693866941677,1.5517269546768273,2.46,1.5099999999999998,0.017919366681173384,7.58,5.076423034634259,4.311671228214745,11.770756392452494,4.4095019572987315,5.67,2.054924572941614
1997:Q3,9.360104301209962,4.311885783081271,4.95,7.540597630336539,1.5911756372128236,2.16,1.58,0.019790242759413088,7.28,5.0826458300725275,4.315472750722951,11.77543587260444,4.436338431296326,5.47,2.0804625212237307
1997:Q4,9.368659494618491,4.315459390401768,5.16,7.555407061664232,1.580019196480752,1.8200000000000003,1.5700000000000003,0.02076148168596772,6.99,5.086361004624392,4.3166077261090035,11.780499213405347,4.456724700545197,5.51,2.077542382135857
1998:Q1,9.378605261780404,4.316474266433646,5.03,7.598085997032508,1.59570932663816,1.83,1.6500000000000004,0.01695400182067938,7.08,5.087596335232384,4.316741167975252,11.781531745916688,4.463834706252116,5.41,2.0843581283411203
1998:Q2,9.387816877106937,4.319073522777323,4.98,7.591890977832103,1.6238877602807615,1.5700000000000003,1.6899999999999995,0.023025403871036052,6.96,5.09252245356844,4.318500933794003,11.784813465123227,4.467573397973645,5.38,2.1083144648195735
1998:Q3,9.400266275630072,4.322939892214555,4.61,7.617275191859858,1.6242839768283128,1.58,2.6499999999999995,0.015393123423453205,6.64,5.096812990337308,4.321772256808695,11.790451135337623,4.482454379195745,4.41,2.0962168588300663
1998:Q4,9.416297071867572,4.325628226074419,4.39,7.647671535068077,1.61869103639809,2.5500000000000007,2.58,0.018533937311296274,6.83,5.10230248262208,4.325019679951657,11.795107439576412,4.493575835852012,4.53,2.093336067365448
1999:Q1,9.425717845219337,4.328876353996171,4.44,7.674760543333451,1.652700027052284,2.7200000000000006,2.2800000000000002,0.02225334115490859,6.98,5.1047326174753715,4.327385637714703,11.797705831542563,4.505149830703213,4.72,2.1122294173960072
1999:Q2,9.433379917882018,4.333230220484919,4.57,7.675384504578961,1.6608444571404992,3.26,2.21,0.028623998351306183,7.63,5.111987788356544,4.332705079341171,11.800942481322037,4.5130483181112755,5.07,2.136758381349511
1999:Q3,9.446392251191105,4.336924660761461,4.68,7.702453578653461,1.6583113414121433,2.9799999999999995,2.299999999999999,0.024840558527306853,7.76,5.122772794033106,4.3406055023730925,11.803406117740447,4.519329033109968,5.22,2.1448516437694973
