"quarter","inflation_author","unemployment_author","tbill_rate_author","inflation_fred","unemployment_fred","tbill_rate_fred","inflation_diff","unemployment_diff","tbill_rate_diff"
"1996Q3",1.932142,5.5,5.15,1.8227709577757,5.26666666666667,5.09666666666667,-0.109371042224301,-0.233333333333333,-0.0533333333333337
"1996Q4",1.8558458,5.2,4.99,1.77347157389072,5.33333333333333,4.97666666666667,-0.082374226109283,0.133333333333334,-0.0133333333333336
"1997Q1",1.7802405,5.3,5.03,1.76104443506224,5.23333333333333,5.06,-0.0191960649377576,-0.0666666666666664,0.0299999999999994
"1997Q2",1.7903114,5.1,5.16,1.8507442845725,5,5.04666666666667,0.0604328845725031,-0.0999999999999996,-0.113333333333333
"1997Q3",1.5702075,4.9,5.05,1.66353577112055,4.86666666666667,5.04666666666667,0.0933282711205501,-0.0333333333333332,-0.00333333333333297
"1997Q4",1.4917156,4.7,4.97,1.59922436624598,4.66666666666667,5.09,0.107508766245977,-0.0333333333333332,0.12
"1998Q1",1.1930963,4.6,5.04,1.25165659494781,4.63333333333333,5.05333333333333,0.0585602949478141,0.0333333333333332,0.0133333333333336
"1998Q2",1.0420711,4.3,4.95,1.01421621839863,4.4,4.97666666666667,-0.0278548816013664,0.100000000000001,0.0266666666666664
"1998Q3",1.1293581,4.5,4.96,1.1038129524529,4.53333333333333,4.82333333333333,-0.0255451475471016,0.0333333333333332,-0.136666666666667
"1998Q4",1.0817408,4.5,3.96,1.01473001537888,4.43333333333333,4.25333333333333,-0.0670107846211159,-0.0666666666666664,0.293333333333333
"1999Q1",1.2258575,4.3,4.34,1.18521594251471,4.3,4.40666666666667,-0.0406415574852943,0,0.0666666666666673
"1999Q2",1.4716879,4.3,4.29,1.37690432066382,4.26666666666667,4.45333333333333,-0.0947835793361813,-0.0333333333333332,0.163333333333333
"1999Q3",1.4510453,4.3,4.55,1.37443659092344,4.23333333333333,4.65,-0.0766087090765555,-0.0666666666666664,0.0999999999999996
"1999Q4",1.6243382,4.1,4.86,1.62955614644789,4.06666666666667,5.04333333333333,0.00521794644788587,-0.0333333333333332,0.183333333333334
"2000Q1",2.0745523,4,5.32,2.02287637648491,4.03333333333333,5.52,-0.0516759235150945,0.0333333333333332,0.2
"2000Q2",2.1279209,3.8,5.66,2.17125489723893,3.93333333333333,5.71333333333333,0.0433339972389279,0.133333333333333,0.0533333333333337
"2000Q3",2.2637775,4,5.96,2.41146043317517,4,6.01666666666667,0.147682933175172,0,0.0566666666666666
"2000Q4",2.2462554,3.9,6.11,2.42901220512186,3.9,6.01666666666667,0.182756805121861,0,-0.0933333333333337
"2001Q1",2.230794,4.2,5.15,2.44698674691088,4.23333333333333,4.81666666666667,0.216192746910884,0.0333333333333332,-0.333333333333334
"2001Q2",2.5155342,4.4,3.87,2.51194878414704,4.4,3.66,-0.00358541585295535,0,-0.21
"2001Q3",2.4431121,4.6,3.51,2.18984378534763,4.83333333333333,3.17,-0.253268314652366,0.233333333333333,-0.34
"2001Q4",2.4183857,5.3,2.16,1.97114562007226,5.5,1.90666666666667,-0.447240079927743,0.2,-0.253333333333333
"2002Q1",2.0156245,5.7,1.65,1.55202287590974,5.7,1.72,-0.463601624090258,0,0.0700000000000001
"2002Q2",1.6169714,5.9,1.72,1.28318274734687,5.83333333333333,1.71333333333333,-0.333788652653133,-0.0666666666666673,-0.0066666666666666
"2002Q3",1.6135943,5.8,1.68,1.42885255027858,5.73333333333333,1.64333333333333,-0.184741749721419,-0.0666666666666664,-0.0366666666666666
"2002Q4",1.7493842,5.7,1.58,1.68621517168788,5.86666666666667,1.33333333333333,-0.0631690283121229,0.166666666666667,-0.246666666666667
"2003Q1",2.1138934,5.8,1.17,1.95939725147571,5.86666666666667,1.15666666666667,-0.154496148524286,0.0666666666666673,-0.0133333333333334
"2003Q2",2.0511044,6,1.13,1.90875363065279,6.13333333333333,1.04,-0.142350769347207,0.133333333333333,-0.0899999999999999
