"rep","lags","lambda_min","best_lambda","best_log_mdd"
69,8,0.35,10,-201.608169877944
70,8,0.35,10,-191.906001034577
71,8,0.35,10,-192.944948487685
72,8,0.35,10,-202.950571432583
73,8,0.35,5,-208.675005003658
74,8,0.35,10,-192.603363214904
75,8,0.35,10,-194.566747543017
76,8,0.35,10,-172.353555817242
77,8,0.35,10,-208.104040637006
78,8,0.35,10,-196.707090355389
79,8,0.35,10,-180.326141836314
80,8,0.35,10,-192.179570211084
81,8,0.35,10,-181.330949469084
82,8,0.35,10,-193.701765808502
83,8,0.35,10,-185.505717454448
84,8,0.35,10,-193.047863252424
85,8,0.35,10,-185.843653814838
86,8,0.35,10,-199.897742573254
87,8,0.35,10,-183.508710989809
88,8,0.35,5,-192.752793667809
89,8,0.35,10,-194.360785464924
90,8,0.35,10,-202.396943825875
91,8,0.35,10,-179.258922886662
92,8,0.35,10,-186.336387749365
93,8,0.35,5,-203.658494445932
94,8,0.35,10,-189.542224550697
95,8,0.35,10,-187.498295251296
96,8,0.35,10,-200.39656614773
97,8,0.35,5,-200.564984188876
98,8,0.35,10,-183.593342868875
99,8,0.35,10,-192.622179404759
100,8,0.35,10,-176.167769784694
